,HP1509101_A3,HP1509101_A7,HP1509101_A8,HP1509101_B10,HP1509101_B13,HP1509101_B16,HP1509101_B17,HP1509101_B19,HP1509101_B20,HP1509101_B23,HP1509101_C1,HP1509101_C21,HP1509101_C22,HP1509101_C23,HP1509101_D17,HP1509101_D18,HP1509101_D19,HP1509101_D22,HP1509101_D23,HP1509101_D5,HP1509101_D8,HP1509101_E19,HP1509101_E22,HP1509101_E3,HP1509101_E4,HP1509101_F18,HP1509101_F19,HP1509101_F21,HP1509101_F22,HP1509101_F23,HP1509101_F4,HP1509101_F7,HP1509101_G16,HP1509101_G18,HP1509101_G19,HP1509101_G9,HP1509101_H1,HP1509101_H13,HP1509101_H20,HP1509101_H21,HP1509101_H22,HP1509101_H23,HP1509101_H7,HP1509101_I10,HP1509101_I12,HP1509101_I17,HP1509101_I21,HP1509101_I23,HP1509101_I5,HP1509101_J12,HP1509101_J15,HP1509101_J16,HP1509101_J19,HP1509101_J20,HP1509101_J22,HP1509101_J23,HP1509101_J4,HP1509101_J8,HP1509101_J9,HP1509101_K10,HP1509101_K15,HP1509101_K19,HP1509101_K22,HP1509101_K9,HP1509101_L11,HP1509101_L13,HP1509101_L14,HP1509101_L16,HP1509101_L17,HP1509101_L18,HP1509101_L19,HP1509101_L23,HP1509101_L8,HP1509101_M10,HP1509101_M12,HP1509101_N17,HP1509101_N18,HP1509101_N20,HP1509101_N23,HP1509101_N9,HP1509101_O1,HP1509101_O13,HP1509101_O14,HP1509101_O16,HP1509101_O18,HP1509101_O4,HP1509101_O7,HP1509101_O9,HP1509101_P1,HP1509101_P12,HP1509101_P17,HP1509101_P18,HP1509101_P20,HP1509101_P23,HP1509101_P4,HP1509101_P7,HP1509101_P8,HP1509101_P9
TSG101,87.3051583917047,99.9916673610532,319.853781128627,0,175.762369276738,52.6404447064769,100.344106864026,169.619020929512,144.082947013846,85.6868659171922,119.880269580756,217.805608494419,70.9874352239654,0,167.473797328793,111.595024671549,147.88038120276,44.2288696575211,89.7458303614868,33.364473508608,85.0918368320016,84.7529451648445,173.004938504608,352.092013379497,39.6451756776847,227.524814425073,93.6110461034402,29.5866741619575,67.484136668144,206.480132347913,188.33278402938,45.9759545757569,106.462259129139,38.4142593730793,25.5030476141899,103.702167375298,96.0190501795556,17.2127902506756,479.639311237949,182.543779033903,212.995720915967,86.6559470050742,18.6008444783393,0,36.0899235364359,128.468825567437,46.4585324413295,57.0999180045177,118.771898568799,91.9973780747249,59.5303902642299,47.8343019779484,225.427043355256,282.138294787495,61.5896283065932,64.622443374584,58.8251264740219,9.48029047610019,41.6464218782536,261.88636750514,64.149854059082,213.896117785462,64.8487403132194,108.232917237896,91.4069516973874,67.2110763853883,79.484937604324,51.1299723898149,171.416327405185,92.6857687622478,7.98001803484076,0,5.0065084609993,89.3211825184342,90.6063832196978,12.6210948980125,62.1307289709672,53.6033991702194,134.039273507138,108.661906240298,297.059114763838,195.437920540525,113.714101090031,145.115941590834,165.562913907285,119.333098455489,47.6530855372885,59.5081423160111,127.8600269179,221.578710106281,136.102037641935,157.774442246026,130.694548170276,41.8048549371534,74.9512816669165,32.6783655215234,195.386470423708,134.497883716973
TSPAN7,315.641726493086,516.623614698775,91.3867946081791,62.9586990933947,219.702961595922,0,0,117.995840646617,408.468160466437,0,359.640808742269,0,733.536830647642,383.254052347995,0,235.254376334616,246.467302004601,221.144348287606,85.022365605619,166.82236754304,985.158076425673,621.521597875526,152.034642928292,0,227.959760146687,0,345.190732506436,345.177865222837,0,0,600.310749093648,0,273.7600949035,518.59250153657,624.824666547652,233.329876594421,192.038100359111,51.6383707520268,0,597.988241662785,428.121399041093,134.798139785671,111.605066870036,400.152057781957,0,0,716.788786237655,360.871481788552,178.157847853198,528.984923929668,352.93017085222,47.8343019779484,315.597860697359,313.486994208328,0,0,461.550992334634,464.534233328909,0,0,224.524489206787,0,648.487403132194,360.776390792986,413.318390283838,84.0138454817354,476.909625625944,0,728.519391472038,19.8612361633388,111.720252487771,359.023456199138,490.637829177931,296.17023677165,305.79654336648,587.782419536013,434.91510279677,636.09367015327,223.398789178563,636.448307978889,99.0197049212793,335.036435212329,0,272.092390482813,248.344370860927,204.571025923695,285.918513223731,714.097707792134,349.932705248991,259.781935986675,0,767.551340656342,746.825989544436,236.894177977202,412.232049168041,322.115317283588,152.562038550018,282.720041282616
FDFT1,181.326098198156,449.96250312474,137.080191912269,269.822996114549,219.702961595922,615.89320306578,336.519870580576,324.488561778197,681.246555298476,34.2747463668769,228.521763888317,544.514021236047,47.3249568159769,293.076628266114,702.45953879577,250.334785074015,115.018074268814,14.742956552507,1502.06179236594,600.560523154945,222.999296525246,819.27846992683,314.554433644742,234.728008919664,69.3790574359483,1109.18347032223,313.011935408378,398.43387871436,306.414458385086,145.455639791647,117.707990018362,689.639318636353,365.013459871333,76.8285187461586,701.333809390222,51.8510836876491,921.782881723734,68.8511610027024,165.693580245837,295.846814296325,619.817547865463,83.0452825465294,744.033779133573,280.10644044737,177.31136346162,133.821693299414,92.917064882659,47.9639311237949,326.622721064196,505.985579410987,344.425829385902,23.9171509889742,659.374101814124,368.347218194785,215.563699073076,387.734660247504,230.775496167317,284.408714283006,652.460609425974,3253.93811625136,545.273759502197,320.844176678193,356.668071722707,120.258796930996,123.200674026913,184.830460059818,39.742468802162,1354.9442683301,128.562245553889,284.67771834119,103.74023445293,47.8697941598851,823.570641834385,444.255355157476,135.909574829547,310.118331779737,677.52080639769,75.0447588383071,312.758304849988,217.323812480596,148.529557381919,167.518217606165,263.527916811818,501.859298001633,248.344370860927,232.983668413097,381.224684298308,361.626403304991,437.415881561238,63.6720431339889,486.078705864054,157.774442246026,149.365197908887,292.633984560074,93.6891020836456,112.040110359509,509.878391996114,266.250912664211
ODC1,67.1578141474651,16.6652778935089,91.3867946081791,62.9586990933947,131.821776957553,200.033689884612,0,235.991681293234,0,188.511105017823,191.05917964433,353.93411380343,0,112.721780102351,167.473797328793,450.904221308014,0,0,217.279378769915,100.093420525824,44.0130190510353,56.5019634432297,62.9108867289484,234.728008919664,118.935527033054,28.4406018031342,58.5069038146501,132.153811256743,176.917871805675,234.066546791157,105.937191016526,206.891795590906,212.924518258277,19.2071296865396,229.527428527709,181.478792906772,38.4076200718223,0,209.297153994741,75.5353568416149,34.0793153465547,45.7350831415669,37.2016889566786,0,247.922083424212,432.244069357107,66.3693320590422,93.6438655274091,0,80.4977058153843,21.2608536657964,71.7514529669226,73.2637890904582,31.3486994208328,123.179256613186,226.178551811044,36.2000778301673,75.8423238088015,291.524953147775,91.6602286267988,64.149854059082,106.948058892731,32.4243701566097,78.1682180051471,135.123319900486,907.349531202742,0,102.25994477963,171.416327405185,79.4449446533552,159.600360696815,95.7395883197702,0,75.2178379102604,0,158.665193003586,23.668849131797,42.8827193361755,89.3595156714251,147.469729897547,99.0197049212793,55.8394058687216,205.768373401008,72.5579707954168,82.7814569536424,136.38068394913,95.3061710745771,226.588695741735,148.048452220727,216.484946655562,168.507284699539,23.452957631166,37.3412994772218,125.41456481146,93.6891020836456,14.0050137949386,173.974254486863,76.8559335525557
DNAJC15,40.2946884884791,49.9958336805266,411.240575736806,4.49704993524248,43.9405923191845,168.449423060726,152.963577536626,58.9979203233086,64.3477239090962,205.648478201261,48.7013595171822,81.677103185407,47.3249568159769,67.6330680614108,172.125847254593,101.03873855397,60.2475627122357,0,0,33.364473508608,78.4898839743463,0,94.3663300934227,117.364004459832,128.846820952475,85.3218054094025,43.8801778609876,21.6968943854355,147.735542435667,15.0471351508601,153.020387023871,114.939886439392,0,134.449907805778,63.7576190354747,51.8510836876491,134.426670251378,45.9007740018016,313.945730992112,44.0622914909421,134.187304177059,109.523488575858,18.6008444783393,40.0152057781957,116.115406160707,50.8522434537773,185.834129765318,41.1119409632528,29.6929746421997,0,102.052097595823,0,33.8140565032884,70.5345736968737,92.3844424598898,32.311221687292,76.9251653891056,56.8817428566011,138.821406260845,209.509094004112,64.149854059082,0,162.121850783049,60.1293984654978,55.6390140766706,201.633229156165,0,51.1299723898149,42.8540818512963,86.0653567078015,47.8801082090446,0,75.0976269149895,133.981773777651,101.93218112216,63.1054744900627,47.3376982635941,135.795277897889,22.3398789178563,38.8078236572493,0,69.7992573359019,111.909115358443,36.2789853977084,82.7814569536424,17.0475854936413,95.3061710745771,18.3101976356957,107.671601615074,7.64064517607867,90.73469176129,115.132701098451,168.035847647498,83.6097098743067,93.6891020836456,14.0050137949386,228.843057825027,109.794190789365
SERPINB1,60.4420327327186,66.6611115740355,0,31.4793495466974,87.8811846383689,321.106712709509,0,22.1242201212407,26.5784077015832,17.1373731834384,37.4625842439863,163.354206370814,118.312392039942,112.721780102351,37.2163994063984,82.9422480666916,0,29.4859131050141,160.597801699503,66.7289470172161,79.9569846093808,141.254908608074,131.064347351976,352.092013379497,19.8225878388424,341.28722163761,99.4617364849052,45.3662337150014,317.357831898839,66.0402042732192,105.937191016526,91.9519091515138,15.2088941613055,134.449907805778,51.0060952283798,51.8510836876491,19.2038100359111,45.9007740018016,209.297153994741,50.3569045610766,100.107988830504,28.8853156683581,0,420.159660671055,65.9033386317525,60.2197619847363,99.5539980885632,73.0878950457827,29.6929746421997,183.99475614945,46.7738780647521,23.9171509889742,67.6281130065768,94.0460982624983,369.537769839559,32.311221687292,190.050408608379,66.3620333327013,97.1749843825918,45.8301143133994,64.149854059082,142.597411856975,32.4243701566097,12.0258796930996,174.865472812393,369.660920119636,119.227406406486,357.909806728704,0,33.1020602722313,87.7801983832483,23.9348970799426,0,235.055743469564,79.2805853172356,178.498342129034,85.7995781027642,117.927478174483,67.0196367535688,69.8540825830487,99.0197049212793,41.8795544015412,25.2698002422291,108.836956193125,206.953642384106,0,142.959256611866,141.904031676642,47.1063257065949,152.812903521573,123.139938818894,162.038616360783,168.035847647498,41.8048549371534,112.426922500375,60.6883931114006,161.929883022388,219.588381578731
TOB1,0,0,411.240575736806,8.99409987048496,0,47.3764002358292,0,88.4968804849629,11.1909085059298,34.2747463668769,134.865303278351,299.482711679826,47.3249568159769,90.1774240818811,65.1286989611973,185.489027494601,54.7705115565779,29.4859131050141,99.1927598732222,100.093420525824,52.0820725437251,84.7529451648445,15.7277216822371,58.6820022299161,9.91129391942118,0,0,9.86222472065248,34.6540161268848,27.5864144432435,58.8539950091812,45.9759545757569,45.6266824839166,0,38.2545714212848,51.8510836876491,0,40.1631772515764,0,18.8838392104037,85.1982883663867,6.0177740975746,0,60.0228086672936,191.433507454138,6.6910846649707,0,18.2719737614457,0,91.9973780747249,25.5130243989557,0,11.2713521677628,47.0230491312492,153.974070766483,0,36.2000778301673,9.48029047610019,0,78.5659102515419,0,0,97.2731104698291,30.0646992327489,19.8710764559538,100.816614578082,39.742468802162,153.389917169445,85.7081637025927,13.2408241088925,63.8401442787261,0,12.5162711524982,0,22.6515958049245,14.4241084548715,71.0065473953911,28.5884795574503,0,7.76156473144986,49.5098524606397,13.9598514671804,84.8343293846262,0,41.3907284768212,34.0951709872825,47.6530855372885,4.57754940892393,33.6473755047106,33.1094624296742,64.8104941152071,42.6417411475745,0,55.7398065828712,0,79.3617448379853,12.0443714644751,63.1316597038851
RAB6A,53.7262513179721,66.6611115740355,0,13.4911498057274,43.9405923191845,57.9044891771246,50.1720534320132,110.621100606204,12.589772069171,137.098985467508,56.1938763659795,108.902804247209,0,67.6330680614108,111.649198219195,132.707596906707,136.926278891445,44.2288696575211,66.1285065821481,33.364473508608,23.4736101605522,84.7529451648445,36.6980172585533,58.6820022299161,49.5564695971059,199.084212621939,67.2829393868476,53.2560134915234,63.836345496893,87.7749550466837,23.5415980036725,137.927863727271,30.4177883226111,57.6213890596189,63.7576190354747,0,96.0190501795556,28.687983751126,65.4053606233567,31.4730653506729,8.51982883663867,20.4604319317536,0,60.0228086672936,56.4885759700736,128.468825567437,39.8215992354253,68.5199016054213,59.3859492843993,34.4990167780218,119.06078052846,0,67.6281130065768,31.3486994208328,30.7948141532966,0,45.2500972877092,18.9605809522004,83.2928437565073,72.0187510639134,96.224781088623,142.597411856975,64.8487403132194,42.0905789258484,11.9226458735723,50.4083072890412,39.742468802162,102.25994477963,42.8540818512963,72.824532598909,15.9600360696815,0,10.0130169219986,47.0111486939128,11.3257979024622,34.2572575803197,62.1307289709672,92.9125585617136,111.699394589281,54.330953120149,49.5098524606397,41.8795544015412,41.5146718265192,72.5579707954168,124.172185430464,11.3650569957608,47.6530855372885,77.8183399517069,67.2947510094213,71.3126883100676,51.8483952921657,51.1700893770894,37.3412994772218,27.8699032914356,74.9512816669165,135.38180001774,68.2514382986924,8.2345643092024
ECHS1,329.073289322579,149.98750104158,91.3867946081791,148.402647863002,87.8811846383689,189.505600943317,88.1070206610963,516.23180282895,183.2511267846,479.846449136276,146.104078551547,462.83691805064,165.637348855919,495.975832450346,74.4327988127969,405.662995089819,306.714864716836,294.859131050141,273.960955840328,266.915788068864,253.80840986097,169.505890329689,188.732660186845,0,148.669408791318,255.965416228207,228.176924877135,287.976961843053,311.886145141963,130.408504640787,423.748764066105,344.819659318177,121.671153290444,384.142593730793,165.769809492234,77.7766255314736,0,131.96472525518,366.270019490797,308.436040436594,308.843795328152,204.604319317536,241.810978218411,160.060823112783,98.8550079476288,183.335719820197,272.114261442073,290.06758346295,148.464873210998,103.497050334065,297.651951321149,95.6686039558968,197.248662935849,188.092196524997,554.306654759338,323.11221687292,190.050408608379,237.007261902505,305.40709377386,137.490342940198,352.824197324951,570.389647427899,291.819331409487,108.232917237896,214.607625724301,403.26645831233,79.484937604324,332.344820533797,385.686736661667,331.020602722313,231.420523010382,694.112015318334,127.665965755482,533.57653767591,487.009309805876,147.847111662433,266.274552732717,160.810197510658,357.4380626857,116.423470971748,247.549262303198,307.116732277969,308.652560101512,253.952897783959,0,107.968041459728,190.612342149154,192.257075174805,282.637954239569,211.391183204843,291.647223518432,204.680357508358,280.059746079164,209.024274685767,356.018587917853,144.718475881032,159.253356030282,134.497883716973
GGNBP2,33.5789070737326,99.9916673610532,0,26.9822996114549,0,47.3764002358292,70.9750999769943,132.745320727444,99.3193129901268,0,67.4326516391754,108.902804247209,47.3249568159769,90.1774240818811,23.260249628999,39.209062722436,0,0,122.810083652561,100.093420525824,117.368050802761,0,62.9108867289484,293.41001114958,9.91129391942118,85.3218054094025,17.552071144395,27.614229217827,171.446185048798,152.979207367077,70.6247940110175,160.915841015149,30.4177883226111,19.2071296865396,76.5091428425697,77.7766255314736,96.0190501795556,74.5887577529276,34.8828589991236,0,149.097004641177,75.8239536294399,55.8025334350179,0,89.4402452859499,101.704486907555,46.4585324413295,57.0999180045177,29.6929746421997,80.4977058153843,38.2695365984335,23.9171509889742,16.9070282516442,78.3717485520819,30.7948141532966,32.311221687292,22.6250486438546,104.283195237102,83.2928437565073,65.4715918762849,96.224781088623,35.6493529642437,97.2731104698291,78.1682180051471,43.7163682030983,16.8027690963471,119.227406406486,0,0,66.2041205444627,55.8601262438853,23.9348970799426,30.0390507659958,35.2583615204346,67.9547874147734,37.8632846940376,56.2135166880179,96.4861185063949,89.3595156714251,38.8078236572493,99.0197049212793,125.638663204623,99.2742152373285,48.3719805302778,206.953642384106,85.2379274682063,0,22.8877470446197,141.318977119785,68.765806584708,25.9241976460829,85.2834822951491,205.37714712472,139.349516457178,112.426922500375,121.376786222801,33.4565874013198,54.8970953946827
HP1BP3,73.8735955622116,49.9958336805266,0,71.9527989638797,43.9405923191845,57.9044891771246,115.028610307542,169.619020929512,4.19659068972367,102.824239100631,71.178910063574,81.677103185407,0,67.6330680614108,144.213547699794,1.50804087393985,43.8164092452623,0,184.215125478841,66.7289470172161,89.4931387371051,28.2509817216148,94.3663300934227,176.046006689748,29.7338817582635,28.4406018031342,20.4774163351275,82.8426876534809,51.0690763975144,96.1344745749393,70.6247940110175,45.9759545757569,45.6266824839166,38.4142593730793,102.01219045676,103.702167375298,364.872390682311,40.1631772515764,69.7657179982471,37.7676784208075,66.0286734839497,78.2310632684698,0,20.0076028890979,70.610719962592,48.175809587789,46.4585324413295,52.5319245641563,0,34.4990167780218,0,47.8343019779484,45.0854086710512,54.8602239864574,0,32.311221687292,149.32532104944,0,0,183.320457253598,96.224781088623,142.597411856975,32.4243701566097,36.0776390792986,115.252243444532,134.422152770777,39.742468802162,76.6949585847224,214.270409256482,72.824532598909,95.7602164180891,71.8046912398277,17.5227796134975,112.826756865391,56.6289895123111,97.3627320703824,118.344245658985,39.3091593914942,0,116.423470971748,0,55.8394058687216,106.49415816368,24.1859902651389,0,17.0475854936413,95.3061710745771,52.6418182026252,134.589502018843,17.8281720775169,123.139938818894,51.1700893770894,0,55.7398065828712,74.9512816669165,102.703434496216,169.959463998705,57.6419501644168
CLDND1,26.863125658986,116.656945254562,0,4.49704993524248,219.702961595922,26.3202223532384,13.4607948232231,7.37474004041358,23.7806805751008,51.4121195503153,82.4176853367699,0,94.6499136319538,180.354848163762,13.9561497773994,30.1608174787969,0,73.7147827625352,14.1703942676032,0,46.2136700035871,0,99.6089039875017,58.6820022299161,89.2016452747906,0,58.5069038146501,25.6417842736965,25.5345381987572,91.118762857986,0,22.9879772878784,76.0444708065277,115.242778119238,12.7515238070949,25.9255418438245,38.4076200718223,0,69.7657179982471,37.7676784208075,42.5991441831934,42.1244186830222,0,20.0076028890979,0,108.395571572525,46.4585324413295,52.5319245641563,29.6929746421997,0,0,23.9171509889742,90.1708173421024,47.0230491312492,30.7948141532966,32.311221687292,31.6750681013964,9.48029047610019,0,0,0,0,0,96.2070375447964,55.6390140766706,16.8027690963471,0,0,42.8540818512963,72.824532598909,23.9400541045223,47.8697941598851,42.555321918494,37.6089189551302,0,43.2723253646144,68.0479412539164,46.4562792808568,67.0196367535688,46.5693883886992,49.5098524606397,125.638663204623,10.8299143895268,96.7439610605557,41.3907284768212,11.3650569957608,0,45.7754940892393,60.5652759084791,0,12.9620988230414,49.0380023197107,37.3412994772218,111.479613165742,0,32.6783655215234,58.8835938263228,16.4691286184048
DGUOK,107.452502635944,149.98750104158,0,220.355446826882,0,15.7921334119431,99.1203982437334,22.1242201212407,50.359088276684,17.1373731834384,138.611561702749,0,141.974870447931,22.5443560204703,65.1286989611973,153.820169141864,197.173841603681,132.686608972563,203.108984502312,300.280261577472,165.048821441382,141.254908608074,41.9405911526323,0,208.137172307845,284.406018031342,64.3575941961151,142.016035977396,113.081526308782,103.658042150369,47.083196007345,114.939886439392,228.133412419583,192.071296865396,318.788095177374,0,96.0190501795556,51.6383707520268,109.008934372261,25.1784522805383,161.876747896135,188.958106663842,55.8025334350179,80.0304115563914,32.9516693158763,140.512777964385,73.0062652649464,100.495855687951,178.157847853198,333.490495520878,140.321634194256,0,208.520015103612,70.5345736968737,153.974070766483,0,271.500583726255,265.448133330805,194.349968765184,189.867616441226,96.224781088623,35.6493529642437,194.546220939658,72.1552781585973,103.32959757096,117.61938367443,317.939750417296,76.6949585847224,214.270409256482,145.649065197818,199.500450871019,71.8046912398277,57.5748473014919,108.125641995999,169.886968536933,84.7416371723699,65.0893351124418,232.281396404284,134.039273507138,178.515988823347,148.529557381919,153.558366138984,83.0293436530384,66.511473229132,165.562913907285,28.4126424894021,142.959256611866,116.72750992756,134.589502018843,48.3907527818316,84.2536423497693,309.152623319915,130.694548170276,222.959226331485,131.164742917104,266.095262103833,161.929883022388,126.26331940777
TM4SF4,3915.30056479722,5299.55837013582,45.6933973040896,2032.6665707296,43.9405923191845,0,1.223708620293,44.2484402424815,3185.21233350026,119.961612284069,726.774134333335,54.4514021236047,2129.62305671896,67.6330680614108,0,1.50804087393985,5657.7938437945,147.42956552507,571.539235459995,4270.65260910183,6144.21745952453,5847.95321637427,52.4257389407904,0,426.185638535111,0,3083.31383103206,974.387802400465,12.7672690993786,0,3401.76091153067,666.651341348475,2965.73436145458,2074.37000614628,2754.32914233251,51.8510836876491,19.2038100359111,229.503870009008,17.4414294995618,2662.62132866693,2815.80343050908,2410.72030348838,0,1700.64624557332,935.199757726774,2.67643386598828,1639.32250185834,1032.36651752168,1989.42930102738,2552.92724157361,2083.56365924805,95.6686039558968,338.140565032884,3174.05581635932,61.5896283065932,32.311221687292,4203.73403802818,3100.05498568476,55.5285625043382,759.470465764905,224.524489206787,106.948058892731,4377.28997114231,42.0905789258484,3171.42380237022,84.0138454817354,39.742468802162,0,5271.05206770945,0,989.522236320254,119.674485399713,5950.23530589767,1372.72554186225,1143.90558814869,5666.87160920763,2532.56685710228,5020.85172227722,0,4742.31605091586,247.549262303198,5528.10118100343,0,3500.92209087886,41.3907284768212,0,5003.5739814153,5271.04814437591,827.725437415882,160.453548697652,226.836729403225,967.967524049942,2968.63330843913,27.8699032914356,1986.20896417329,658.235648362114,2113.11806026736,2651.52970756317
PTS,141.031409709677,99.9916673610532,45.6933973040896,62.9586990933947,43.9405923191845,26.3202223532384,39.1586758493762,22.1242201212407,30.7749983913069,17.1373731834384,74.9251684879726,27.2257010618023,94.6499136319538,22.5443560204703,27.9122995547988,13.5723678654586,98.5869208018403,29.4859131050141,127.533548408429,166.82236754304,165.048821441382,28.2509817216148,83.8811823052646,0,39.6451756776847,85.3218054094025,58.5069038146501,13.8071146089135,54.7168675687654,5.85166366977892,82.3955930128537,22.9879772878784,182.506729935666,38.4142593730793,51.0060952283798,51.8510836876491,57.6114301077334,86.063951253378,8.72071474978089,119.597648332557,102.237946039664,78.2310632684698,111.605066870036,40.0152057781957,40.7973048672754,22.7496878609004,92.917064882659,68.5199016054213,29.6929746421997,0,131.817292727938,119.585754944871,50.7210847549326,7.83717485520819,0,32.311221687292,49.7751070164801,104.283195237102,41.6464218782536,45.8301143133994,0,71.2987059284874,162.121850783049,60.1293984654978,123.200674026913,16.8027690963471,39.742468802162,76.6949585847224,0,39.7224723266776,23.9400541045223,119.674485399713,142.68549113848,32.9078040857389,33.9773937073867,43.2723253646144,109.468427234561,67.8976389489445,67.0196367535688,46.5693883886992,49.5098524606397,69.7992573359019,27.0747859738169,48.3719805302778,41.3907284768212,5.68252849788042,0,164.791778721262,100.942126514132,81.5002152115058,84.2536423497693,125.793136385345,93.3532486930545,55.7398065828712,18.7378204167291,140.050137949386,77.6192827710619,79.6007883222899
CTTN,181.326098198156,416.631947337722,411.240575736806,368.758094689883,175.762369276738,457.971868946349,315.716824035595,597.3539432735,125.89772069171,788.319166438168,202.297954917526,408.385515927035,236.624784079885,135.266136122822,693.155438944171,179.456863998842,43.8164092452623,44.2288696575211,392.047574737021,467.102629120512,129.104855883037,113.003926886459,340.767303115137,117.364004459832,158.580702710739,682.57444327522,175.52071144395,213.024053966094,306.414458385086,509.930691223591,235.415980036725,965.495046090894,121.671153290444,211.278426551936,89.2606666496646,233.329876594421,211.241910395022,195.078289507657,427.315022739264,119.597648332557,315.233666955631,83.0452825465294,148.806755826715,280.10644044737,710.81458095676,404.14151376423,159.286396941701,61.6679114448792,237.543797137597,229.993445186812,170.086829326371,23.9171509889742,135.256226013154,344.835693629161,307.948141532966,710.846877120424,235.300505896088,180.125519045904,943.985562573749,563.05569013605,673.573467620361,213.896117785462,129.697480626439,18.0388195396493,131.149104609295,638.505225661189,357.682219219458,511.299723898149,42.8540818512963,681.902441607966,111.720252487771,191.47917663954,80.1041353759888,188.044594775651,147.235372732009,41.4693118077555,97.6340026686627,239.428516293647,245.738668096419,194.039118286247,148.529557381919,209.397772007706,460.271361554887,139.069444024549,82.7814569536424,147.745740944891,0,54.9305929070872,397.039030955585,163.000430423012,524.965002333178,507.436719656137,224.047796863331,236.894177977202,131.164742917104,140.050137949386,186.018625951338,189.394979111655
LDLR,181.326098198156,16.6652778935089,0,125.917398186789,43.9405923191845,252.674134591089,511.510203282476,0,412.664751156161,0,86.1639437611685,0,0,67.6330680614108,260.514795844789,60.3216349575939,306.714864716836,0,70.8519713380159,200.186841051648,44.0130190510353,508.517670989067,26.2128694703952,176.046006689748,0,170.643610818805,29.2534519073251,17.7520044971745,74.7797190106461,253.293441706145,0,68.9639318636353,182.506729935666,38.4142593730793,51.0060952283798,51.8510836876491,249.649530466845,0,0,107.008422192288,23.4295293007563,43.3279735025371,74.4033779133573,140.053220223685,327.947566048483,143.189211830373,384.942125942445,6.85199016054213,207.850822495398,34.4990167780218,0,0,242.3340716069,462.393316457284,0,0,45.2500972877092,66.3620333327013,235.996390643437,536.867053385536,0,71.2987059284874,32.4243701566097,0,0,0,39.742468802162,25.5649861949075,0,430.326783539007,0,0,90.1171522979874,143.384003516434,0,36.0602711371787,106.509821093087,10.7206798340439,0,15.5231294628997,0,125.638663204623,0,36.2789853977084,0,28.4126424894021,190.612342149154,329.583557442523,26.9179004037685,33.1094624296742,181.46938352258,4.26417411475745,37.3412994772218,153.284468102896,74.9512816669165,0,101.708025700012,0
TPR,167.894535368663,66.6611115740355,137.080191912269,40.4734494171823,131.821776957553,47.3764002358292,143.173908574282,103.24636056579,47.5613611502016,68.5494927337538,52.4476179415808,27.2257010618023,94.6499136319538,22.5443560204703,27.9122995547988,85.9583298145713,82.1557673348669,44.2288696575211,0,66.7289470172161,6.60195285765529,0,115.336625669739,176.046006689748,118.935527033054,142.203009015671,102.387081675638,33.5315640502184,102.138152795029,124.556840971008,82.3955930128537,137.927863727271,76.0444708065277,0,38.2545714212848,25.9255418438245,115.222860215467,74.5887577529276,74.1260753731376,207.722231314441,38.339229764874,87.8595018245891,130.205911348375,0,216.539541218615,177.982852088221,66.3693320590422,79.9398852063248,0,91.9973780747249,72.2869024637077,47.8343019779484,95.8064934259838,94.0460982624983,30.7948141532966,0,45.2500972877092,0,138.821406260845,104.754547002056,32.074927029541,35.6493529642437,97.2731104698291,0,19.8710764559538,100.816614578082,39.742468802162,357.909806728704,128.562245553889,79.4449446533552,143.640324627134,71.8046912398277,57.5748473014919,82.2695102143473,215.190160146782,109.983826968395,59.1721228294926,39.3091593914942,156.379152424994,139.708165166097,49.5098524606397,97.7189602702627,14.4398858527023,157.208936723403,41.3907284768212,90.9204559660867,95.3061710745771,215.144822219425,94.2126514131898,35.6563441550338,19.4431482345621,138.585658729617,74.6825989544436,83.6097098743067,0,135.38180001774,100.369762203959,82.345643092024
PRKDC,67.1578141474651,33.3305557870178,91.3867946081791,8.99409987048496,0,84.224711530363,23.2504637855671,22.1242201212407,15.3874991956535,0,18.7312921219932,0,47.3249568159769,22.5443560204703,51.1725491837978,101.03873855397,54.7705115565779,0,23.6173237793386,133.457894034432,4.40130190510353,84.7529451648445,15.7277216822371,0,158.580702710739,0,58.5069038146501,25.6417842736965,27.3584337843827,50.1571171695336,35.3123970055087,0,60.8355766452221,19.2071296865396,25.5030476141899,25.9255418438245,57.6114301077334,11.4751935004504,65.4053606233567,6.29461307013458,27.6894437190757,8.42488373660444,18.6008444783393,0,58.0577030803534,49.5140265207832,92.917064882659,6.85199016054213,118.771898568799,68.9980335560437,76.539073196867,47.8343019779484,33.8140565032884,86.2089234072901,92.3844424598898,64.622443374584,4.52500972877092,0,124.939265634761,137.490342940198,64.149854059082,142.597411856975,64.8487403132194,78.1682180051471,67.5616599502428,100.816614578082,79.484937604324,25.5649861949075,42.8540818512963,13.2408241088925,7.98001803484076,23.9348970799426,140.18223690798,23.5055743469564,45.3031916098489,3.60602711371787,82.8409719612896,10.7206798340439,22.3398789178563,155.231294628997,0,27.9197029343608,41.5146718265192,42.3254829639931,0,34.0951709872825,0,80.1071146561688,53.835800807537,0,71.2915435267278,83.1513952377703,56.0119492158327,69.6747582285889,56.2134612501874,158.723489675971,48.1774858579005,96.0699169406947
